label,obs,rep,Chamber,Version,InstrumentModel,InstrumentSerialNumber,RepNum,DeadBand,Area,Offset,ChamVolume,IrgaVolume,TotalVolume,gps_time,latitude,longitude,gps_hdop,altitude,gps_sats,TimeZone,chamber_p,chamber_p_t,chamber_t,soil_t,soilp_c,soilp_m,soilp_t,ch4,co2,h2o,err,ch4_F_o,ch4_F_cv,ch4_t_o,ch4_C_o,ch4_a,ch4_C_x,ch4_iter,ch4_sei,ch4_ses,ch4_r2,ch4_slope,ch4_domain,ch4_n,co2_F_o,co2_F_cv,co2_t_o,co2_C_o,co2_a,co2_C_x,co2_iter,co2_sei,co2_ses,co2_r2,co2_slope,co2_domain,co2_n,TIMESTAMP
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.615,23,12.5242,9999,0.02,0.381,14.9,1979.69,432.724,5.06764,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:07Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.63,23.0625,12.5149,9999,0.02,0.381,14.9,1979.99,432.834,5.10043,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:08Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.625,23.0312,12.5088,9999,0.02,0.381,14.9,1980.12,433.32,5.06755,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:09Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.598,22.9375,12.5046,9999,0.02,0.381,14.9,1980.19,432.213,5.02365,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:10Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.619,23.0208,12.5016,9999,0.02,0.381,14.9,1979.96,433.654,4.95713,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:11Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.614,23,12.5,9999,0.02,0.381,14.9,1979.94,432.635,4.89164,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:12Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.627,23.0521,12.4987,9999,0.02,0.381,14.9,1980.02,433.454,4.85143,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:13Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.629,23.0625,12.4985,9999,0.02,0.381,14.9,1979.94,432.93,4.85075,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:14Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.629,23.075,12.4989,9999,0.02,0.381,14.9,1980.14,433.284,4.89017,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:15Z
2,1,1,82s-1050,1.1,LI-7810,TG10-01087,1,5,318,8,4244.1,46.96,4927.06,1586974386,38.8745,-76.552,1.5,17.6,8,America/New_York,101.624,23.0625,12.5002,9999,0.02,0.381,14.9,1979.75,433.958,4.93228,0,-0.485292,7.83695,0,1979.97,3.71641e-5,0,3,0.188588,0.00571478,0.685113,-0.0735837,54,55,2.01565,6.41769,0,432.6,3.0576e-7,1000000,10,0.638557,0.0193502,0.790426,0.305627,54,55,2020-04-15T18:13:16Z
