label,obs,remark,Chamber,Version,InstrumentModel,InstrumentSerialNumber,RepNum,DeadBand,Area,Offset,ChamVolume,IrgaVolume,TotalVolume,gps_time,latitude,longitude,gps_hdop,altitude,gps_sats,TimeZone,chamber_p,chamber_p_t,chamber_t,soil_t,soilp_c,soilp_m,soilp_t,ch4,co2,h2o,err,ch4_F_o,ch4_F_cv,ch4_t_o,ch4_C_o,ch4_a,ch4_C_x,ch4_iter,ch4_sei,ch4_ses,ch4_r2,ch4_slope,ch4_domain,ch4_n,co2_F_o,co2_F_cv,co2_t_o,co2_C_o,co2_a,co2_C_x,co2_iter,co2_sei,co2_ses,co2_r2,co2_slope,co2_domain,co2_n,TIMESTAMP
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.12,42.0312,27.7889,9999,0.002,0,27.8,2200.35,595.654,25.3749,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:29Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.116,41.9896,27.7912,9999,0.002,0,27.8,2199.99,596.516,25.4065,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:30Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.113,41.9792,27.7959,9999,0.002,0,27.8,2199.86,597.878,25.4359,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:31Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.11,41.9896,27.8007,9999,0.002,0,27.8,2199.65,600.066,25.4749,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:32Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.126,42.0625,27.803,9999,0.002,0,27.8,2199.51,601.301,25.5186,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:33Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.11,41.9896,27.8054,9999,0.002,0,27.8,2199.25,602.679,25.5553,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:34Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.131,42.0833,27.8089,9999,0.002,0,27.8,2199.24,603.579,25.5863,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:35Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.106,41.975,27.8113,9999,0.002,0,27.8,2198.87,604.42,25.6105,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:36Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.118,42.0104,27.8133,9999,0.002,0,27.8,2198.83,606.46,25.6376,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:37Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.111,41.9792,27.8156,9999,0.002,0,27.8,2198.5,608.374,25.6649,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:38Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.109,41.9792,27.8188,9999,0.002,0,27.8,2198.55,609.645,25.6933,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:39Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.108,41.9896,27.8215,9999,0.018,0.31,27.8,2198.5,608.877,25.7193,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:40Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.118,42.0104,27.8251,9999,0.018,0.31,27.8,2198.24,610.861,25.7404,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:41Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.117,42.0104,27.8263,9999,0.018,0.31,27.8,2198.36,612.186,25.7685,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:42Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.114,42,27.8286,9999,0.018,0.31,27.8,2197.9,613.292,25.7934,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:43Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.109,41.9792,27.831,9999,0.018,0.31,27.8,2197.85,614.527,25.8166,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:44Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.112,42,27.8331,9999,0.018,0.31,27.8,2197.83,614.399,25.8329,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:45Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.118,42.0312,27.8353,9999,0.018,0.31,27.8,2197.64,614.715,25.8449,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:46Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.111,42,27.8373,9999,0.018,0.31,27.8,2197.41,617.904,25.8595,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:47Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.111,42.0104,27.8393,9999,0.018,0.31,27.8,2197.19,618.79,25.8873,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:48Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.107,41.9896,27.8424,9999,0.018,0.31,27.8,2197.03,620.218,25.9149,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:49Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.107,41.9896,27.8444,9999,0.018,0.31,27.8,2197.14,621.643,25.9397,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:50Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.114,42.0104,27.846,9999,0.018,0.31,27.8,2196.73,622.139,25.9596,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:51Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.122,42.0521,27.8472,9999,0.018,0.31,27.8,2196.49,623.385,25.9831,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:52Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.1,41.95,27.8491,9999,0.018,0.31,27.8,2196.39,624.184,26.0034,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:53Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.116,42.0208,27.8503,9999,0.018,0.31,27.8,2196.57,625.672,26.0164,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:54Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.111,42.0104,27.8527,9999,0.018,0.31,27.8,2196.15,625.87,26.0289,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:55Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.114,42.0104,27.8539,9999,0.018,0.31,27.8,2196.12,627.183,26.0449,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:56Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.107,41.9896,27.8563,9999,0.018,0.31,27.8,2196.03,628.868,26.0728,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:57Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.134,42.0833,27.8586,9999,0.018,0.31,27.8,2195.91,629.694,26.0985,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:58Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.124,42.0312,27.861,9999,0.018,0.31,27.8,2195.71,631.213,26.1154,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:29:59Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.112,42,27.861,9999,0.018,0.31,27.8,2195.7,631.586,26.131,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:00Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.111,41.9896,27.8633,9999,0.018,0.31,27.8,2195.53,632.658,26.1485,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:01Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.11,42.0125,27.8658,9999,0.018,0.31,27.8,2195.33,633.379,26.1652,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:02Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.098,41.9479,27.8658,9999,0.018,0.31,27.8,2195.28,634.624,26.1828,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:03Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.119,42.0312,27.8677,9999,0.018,0.31,27.8,2195.1,635.38,26.2013,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:04Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.105,41.9688,27.8701,9999,0.018,0.31,27.8,2194.9,635.991,26.2159,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:05Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.107,41.9792,27.8724,9999,0.018,0.31,27.8,2194.82,636.865,26.232,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:06Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.119,42.0312,27.8748,9999,0.018,0.31,27.8,2194.73,637.681,26.2505,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:07Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.107,41.9792,27.8772,9999,0.018,0.31,27.8,2194.81,638.586,26.2648,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:08Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.115,42.0208,27.8795,9999,0.018,0.31,27.8,2194.53,638.934,26.2735,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:09Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.117,42.025,27.8823,9999,0.018,0.31,27.8,2194.23,639.846,26.2842,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:10Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.118,42.0312,27.8851,9999,0.018,0.31,27.8,2194.54,641.898,26.2908,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:11Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.111,42.0104,27.8887,9999,0.018,0.31,27.8,2194.11,643.245,26.3006,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:12Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.11,41.9896,27.8895,9999,0.018,0.31,27.8,2193.81,643.946,26.3177,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:13Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.113,42.0104,27.891,9999,0.018,0.31,27.8,2193.63,645.759,26.3397,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:14Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.124,42.0521,27.8934,9999,0.018,0.31,27.8,2193.66,645.685,26.3676,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:15Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.112,42.0104,27.8942,9999,0.018,0.31,27.8,2193.5,645.586,26.3803,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:16Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.124,42.0417,27.8942,9999,0.018,0.31,27.8,2193.53,647.297,26.392,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:17Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.109,41.9896,27.8958,9999,0.018,0.31,27.8,2193.41,648.203,26.393,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:18Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.11,42,27.8965,9999,0.018,0.31,27.8,2193.1,649.404,26.3951,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:19Z
4,1,,82s-1050,1.1,LI-7810,TG10-01229,1,5,318,8,4244.1,46.96,6835.06,1657906167,38.8744,-76.5519,0.85,6.8,11,America/New_York,102.11,41.9792,27.8989,9999,0.018,0.31,27.8,2192.99,649.874,26.4017,0,-1.16061,3.11513,0,2200.45,6.1687e-5,0,10,0.131545,0.00398621,0.954436,-0.135739,54,55,10.4349,1.12171,-1.41026,594.069,0.00569466,808.378,5,0.170016,0.00515199,0.998614,1.22042,54,55,2022-07-15T17:30:20Z
