Serial Number	Date_IV	Obs#	Port#	Observation Length	Exp_Flux	Exp_R2	Lin_Flux	Lin_R2	Tcham_IV	V1_IV	V2_IV	V3_IV	V4_IV	
81A-1678	2020-05-01 14:16:31	1	1	02:00	1.420000	0.9922	1.040	0.9891	18.2	3.3	0.405	12.18	0	
81A-1678	2020-05-01 14:20:02	2	2	02:00	3.060000	0.9689	2.680	0.9736	17.94	3.316	0.496	13.102	0	
81A-1678	2020-05-01 14:23:34	3	3	02:00	2.680000	0.9988	1.930	0.9949	17.04	3.3	0.442	12.587	0	
81A-1678	2020-05-01 14:27:07	4	4	02:00	2.330000	0.9994	2.310	0.9994	16.29	3.4	0.483	13.642	0	
81A-1678	2020-05-01 14:30:39	5	1	02:00	2.230000	0.9965	1.710	0.9934	17.5	3.4	0.405	12.215	0	
81A-1678	2020-05-01 14:34:11	6	2	02:00	3.220000	0.9994	3.220	0.9994	17.28	3.4	0.494	13.176	0	
81A-1678	2020-05-01 14:37:44	7	3	02:00	2.400000	0.9987	1.890	0.9966	17.16	3.4	0.441	12.662	0	
81A-1678	2020-05-01 14:41:16	8	4	02:00	2.380000	0.9994	2.240	0.9993	16.24	3.4	0.482	13.718	0	
81A-1678	2020-05-01 15:00:38	9	1	02:00	2.540000	0.9987	1.930	0.9954	17.02	3.4	0.403	12.305	0	
81A-1678	2020-05-01 15:04:10	10	2	02:00	3.560000	0.9994	3.110	0.9984	16.54	3.4	0.49	13.268	0	
81A-1678	2020-05-01 15:07:39	11	3	02:00	2.340000	0.9964	1.550	0.9908	16.52	3.4	0.44	12.726	0	
81A-1678	2020-05-01 15:11:10	12	4	02:00	2.520000	0.9994	2.220	0.9988	15.91	3.4	0.481	13.786	0	
81A-1678	2020-05-01 15:30:38	13	1	02:00	2.560000	0.9981	1.880	0.9935	16.52	3.4	0.402	12.346	0	
81A-1678	2020-05-01 15:34:10	14	2	02:00	3.820000	0.9997	3.290	0.9989	16.88	3.4	0.489	13.303	0	
81A-1678	2020-05-01 15:37:39	15	3	02:00	2.140000	0.9987	1.720	0.9969	17.08	3.4	0.44	12.751	0	
81A-1678	2020-05-01 15:41:11	16	4	02:00	2.310000	0.9994	2.260	0.9994	16.62	3.4	0.481	13.806	0	
81A-1678	2020-05-01 16:00:38	17	1	02:00	2.330000	0.9986	1.800	0.9955	17.39	3.4	0.402	12.392	0	
81A-1678	2020-05-01 16:04:10	18	2	02:00	3.500000	0.9998	3.110	0.9991	17.51	3.4	0.488	13.348	0	
81A-1678	2020-05-01 16:07:39	19	3	02:00	2.010000	0.9986	1.810	0.9983	17.65	3.4	0.44	12.779	0	
81A-1678	2020-05-01 16:11:09	20	4	02:00	2.540000	0.9993	2.270	0.9989	17.31	3.4	0.481	13.86	0	
81A-1678	2020-05-01 16:30:38	21	1	02:00	2.870000	0.9988	1.860	0.9939	19.87	3.4	0.4	12.523	0	
81A-1678	2020-05-01 16:34:10	22	2	02:00	3.870000	0.9997	3.260	0.9984	18.95	3.4	0.486	13.419	0	
81A-1678	2020-05-01 16:37:42	23	3	02:00	2.370000	0.9995	2.120	0.9990	19.72	3.4	0.441	12.862	0	
81A-1678	2020-05-01 16:41:12	24	4	02:00	2.390000	0.9994	2.240	0.9993	18.64	3.4	0.481	13.997	0	
81A-1678	2020-05-01 17:00:38	25	1	02:00	4.060000	0.9839	2.490	0.9761	17.82	3.4	0.398	12.549	0	
81A-1678	2020-05-01 17:04:09	26	2	02:00	4.460000	0.9995	3.570	0.9974	17.69	3.4	0.485	13.437	0	
81A-1678	2020-05-01 17:07:41	27	3	02:00	2.140000	0.9988	1.730	0.9964	17.14	3.4	0.44	12.863	0	
81A-1678	2020-05-01 17:11:13	28	4	02:00	2.280000	0.9994	2.200	0.9994	16.63	3.4	0.48	14.017	0	
81A-1678	2020-05-01 17:30:38	29	1	02:00	3.150000	0.9902	1.860	0.9790	16.55	3.4	0.395	12.539	0	
81A-1678	2020-05-01 17:34:09	30	2	02:00	3.910000	0.9995	3.170	0.9981	16.74	3.4	0.484	13.441	0	
81A-1678	2020-05-01 17:37:41	31	3	02:00	2.490000	0.9991	2.010	0.9981	16.74	3.4	0.44	12.855	0	
81A-1678	2020-05-01 17:41:11	32	4	02:00	2.370000	0.9995	2.180	0.9992	16.27	3.4	0.479	13.981	0	
81A-1678	2020-05-01 18:00:38	33	1	02:00	2.750000	0.9721	2.290	0.9770	16.49	3.4	0.394	12.541	0	
81A-1678	2020-05-01 18:04:09	34	2	02:00	3.810000	0.9995	3.290	0.9986	16.74	3.4	0.483	13.44	0	
81A-1678	2020-05-01 18:07:38	35	3	02:00	2.500000	0.9995	2.000	0.9976	16.75	3.4	0.439	12.842	0	
81A-1678	2020-05-01 18:11:11	36	4	02:00	2.420000	0.9995	2.120	0.9988	16.37	3.4	0.479	13.931	0	
81A-1678	2020-05-01 18:30:38	37	1	02:00	2.040000	0.9970	2.040	0.9970	16.16	3.4	0.393	12.519	0	
81A-1678	2020-05-01 18:34:12	38	2	02:00	3.310000	0.9994	3.090	0.9992	16.56	3.4	0.483	13.442	0	
81A-1678	2020-05-01 18:37:41	39	3	02:00	2.520000	0.9984	1.910	0.9959	16.65	3.4	0.439	12.817	0	
81A-1678	2020-05-01 18:41:14	40	4	02:00	2.330000	0.9991	2.130	0.9988	16.18	3.4	0.479	13.887	0	
81A-1678	2020-05-01 19:00:38	41	1	02:00	4.330000	0.9603	1.720	0.9403	15.82	3.4	0.391	12.49	0	
81A-1678	2020-05-01 19:04:09	42	2	02:00	3.780000	0.9997	3.230	0.9987	16.12	3.4	0.482	13.436	0	
81A-1678	2020-05-01 19:07:40	43	3	02:00	2.490000	0.9994	2.050	0.9984	15.94	3.4	0.438	12.785	0	
81A-1678	2020-05-01 19:11:11	44	4	02:00	2.460000	0.9996	2.220	0.9991	15.71	3.4	0.479	13.835	0	
81A-1678	2020-05-01 19:30:38	45	1	02:00	1.260000	0.8721	0.950	0.8758	15.04	3.4	0.39	12.442	0	
81A-1678	2020-05-01 19:34:10	46	2	02:00	3.560000	0.9997	3.160	0.9992	15.44	3.4	0.481	13.4	0	
81A-1678	2020-05-01 19:37:39	47	3	02:00	2.140000	0.9994	1.970	0.9992	15.58	3.4	0.438	12.736	0	
81A-1678	2020-05-01 19:41:09	48	4	02:00	2.380000	0.9995	2.120	0.9992	15.12	3.4	0.478	13.766	0	
81A-1678	2020-05-01 20:00:38	49	1	02:00	2.560000	0.9350	2.300	0.9373	14.28	3.4	0.388	12.388	0	
81A-1678	2020-05-01 20:04:10	50	2	02:00	3.850000	0.9994	3.310	0.9988	14.87	3.4	0.48	13.367	0	
81A-1678	2020-05-01 20:07:40	51	3	02:00	1.830000	0.9988	1.830	0.9988	14.94	3.4	0.437	12.661	0	
81A-1678	2020-05-01 20:11:14	52	4	02:00	2.220000	0.9997	2.060	0.9995	14.45	3.4	0.478	13.679	0	
81A-1678	2020-05-01 20:30:38	53	1	02:00	2.370000	0.9916	1.940	0.9905	13.9	3.4	0.387	12.332	0	
81A-1678	2020-05-01 20:34:08	54	2	02:00	3.580000	0.9994	3.200	0.9990	14.36	3.4	0.48	13.309	0	
81A-1678	2020-05-01 20:37:37	55	3	02:00	2.250000	0.9981	1.900	0.9975	14.37	3.4	0.437	12.613	0	
81A-1678	2020-05-01 20:41:07	56	4	02:00	2.230000	0.9994	2.100	0.9993	14.03	3.4	0.477	13.584	0	
81A-1678	2020-05-01 21:00:38	57	1	02:00	3.890000	0.9154	1.470	0.8823	13.32	3.4	0.386	12.248	0	
81A-1678	2020-05-01 21:04:09	58	2	02:00	4.020000	0.9987	3.090	0.9966	13.82	3.4	0.479	13.252	0	
81A-1678	2020-05-01 21:07:41	59	3	02:00	2.590000	0.9987	1.880	0.9961	13.86	3.4	0.436	12.521	0	
81A-1678	2020-05-01 21:11:14	60	4	02:00	2.210000	0.9994	2.090	0.9993	13.58	3.415	0.477	13.496	0	
81A-1678	2020-05-01 21:30:38	61	1	02:00	4.240000	0.9460	1.790	0.8627	13.28	3.4	0.385	12.199	0	
81A-1678	2020-05-01 21:34:12	62	2	02:00	3.730000	0.9994	3.140	0.9984	13.8	3.4	0.479	13.202	0	
