"SN","label","chamber","Vtotal","obs_length","DeadBand","TimeClosing","start_time","end_time","Tcham","Pressure","V1_avg","V2_avg","V3_avg","V4_avg","Plot","Group","Treatment","LI8100A_Port"
"81A-1767","41","101","6918.9","01:30","00:25","13","2026-05-18 00:10:01","2026-05-18 00:11:43",18.3017924528302,101.135094339623,2.66415094339623,-0.531462264150943,144.726764150943,0.0356320754716981,"Fresh",11,"Control",NA
"81A-1767","40","101","6926.900","01:30","00:25","14","2026-05-18 00:37:16","2026-05-18 00:38:59",18.0993457943925,101.184205607477,2.77196261682243,0.774859813084112,141.201448598131,0.134869158878505,"Fresh",10,"45 µm",NA
"81A-1767","40","101","6926.900","01:30","00:25","14","2026-05-17 15:36:57","2026-05-17 15:38:40",25.7116822429907,101.016448598131,2.76822429906542,0.774345794392523,140.825710280374,0.142831775700935,"Fresh",10,"45 µm",NA
"81A-1767","38","101","6926.900","01:30","00:25","14","2026-05-17 15:39:57","2026-05-17 15:41:40",-70.7615887850467,101.013831775701,2.66355140186916,-0.502439252336449,72.4670841121495,0.0556261682242991,"Fresh",10,"Disturbance",NA
"81A-1767","45","101","6926.900","01:30","00:25","14","2026-05-17 15:42:59","2026-05-17 15:44:42",-67.9876635514019,101.006168224299,2.52214953271028,0.812242990654206,15.5051869158879,0.106401869158879,"Fresh",12,"Control",NA
"81A-1767","41","101","6918.900","01:30","00:25","13","2026-05-17 16:27:52","2026-05-17 16:29:34",25.7592452830189,100.955283018868,2.64955660377358,-0.532132075471698,147.782867924528,0.0337735849056604,"Fresh",11,"Control",NA
"81A-1767","43","101","6926.900","01:30","00:25","13","2026-05-17 16:30:53","2026-05-17 16:32:35",26.0698113207547,100.972547169811,2.66415094339623,0.347283018867925,147.669764150943,0.0519339622641509,"Fresh",11,"1 µm",NA
"81A-1767","44","101","6926.900","01:30","00:25","14","2026-05-17 16:33:54","2026-05-17 16:35:37",170.478317757009,100.983457943925,2.56261682242991,0.779439252336449,16.657738317757,0.0869532710280374,"Fresh",11,"45 µm",NA
"81A-1767","40","101","6926.900","01:30","00:25","14","2026-05-17 16:36:55","2026-05-17 16:38:38",26.0118691588785,100.984205607477,2.76728971962617,0.77403738317757,140.922364485981,0.143654205607477,"Fresh",10,"45 µm",NA
"81A-1767","38","101","6926.900","01:30","00:25","14","2026-05-17 16:39:55","2026-05-17 16:41:38",-71.4792523364486,100.980280373832,2.66448598130841,-0.458028037383178,72.4546168224299,0.0568785046728972,"Fresh",10,"Disturbance",NA
"81A-1767","45","101","6926.900","01:30","00:25","14","2026-05-17 16:42:55","2026-05-17 16:44:38",-67.6333644859813,100.968785046729,2.52397196261682,0.816401869158878,15.6781588785047,0.107757009345794,"Fresh",12,"Control",NA
"81A-1767","41","101","6918.900","01:30","00:25","13","2026-05-17 17:27:52","2026-05-17 17:29:34",25.1530188679245,100.935,2.64993396226415,-0.532820754716981,148.071641509434,0.0330471698113208,"Fresh",11,"Control",NA
"81A-1767","38","101","6926.900","01:30","00:25","14","2026-05-18 00:40:17","2026-05-18 00:42:00",-72.4930841121495,101.178691588785,2.66448598130841,-0.466869158878505,72.3588878504673,0.0559345794392523,"Fresh",10,"Disturbance",NA
"81A-1767","43","101","6926.900","01:30","00:25","14","2026-05-17 17:30:53","2026-05-17 17:32:36",25.1415887850467,100.962710280374,2.66355140186916,0.345803738317757,148.02223364486,0.0520467289719626,"Fresh",11,"1 µm",NA
"81A-1767","44","101","6926.900","01:30","00:25","14","2026-05-17 17:33:55","2026-05-17 17:35:38",170.429719626168,100.964112149533,2.56448598130841,0.74296261682243,16.7796635514019,0.0814579439252336,"Fresh",11,"45 µm",NA
"81A-1767","40","101","6926.900","01:30","00:25","14","2026-05-17 17:36:55","2026-05-17 17:38:38",24.9569158878505,100.973925233645,2.76915887850467,0.774654205607477,140.810971962617,0.14196261682243,"Fresh",10,"45 µm",NA
"81A-1767","38","101","6926.900","01:30","00:25","14","2026-05-17 17:39:56","2026-05-17 17:41:39",-71.5285981308411,100.97953271028,2.66355140186916,-0.443794392523365,72.4030934579439,0.0572523364485981,"Fresh",10,"Disturbance",NA
"81A-1767","45","101","6926.900","01:30","00:25","14","2026-05-17 17:42:57","2026-05-17 17:44:40",-68.7264485981308,100.973364485981,2.51201869158879,0.769626168224299,15.813476635514,0.109009345794393,"Fresh",12,"Control",NA
"81A-1767","41","101","6918.900","01:30","00:25","13","2026-05-17 18:27:52","2026-05-17 18:29:34",23.9100943396226,100.963396226415,2.65937735849057,-0.532820754716981,148.039179245283,0.0328207547169811,"Fresh",11,"Control",NA
"81A-1767","43","101","6926.900","01:30","00:25","14","2026-05-17 18:30:53","2026-05-17 18:32:36",24.0720560747664,100.988785046729,2.66448598130841,0.344299065420561,147.955168224299,0.0524392523364486,"Fresh",11,"1 µm",NA
"81A-1767","44","101","6926.900","01:30","00:25","14","2026-05-17 18:33:55","2026-05-17 18:35:38",170.389719626168,100.991308411215,2.56448598130841,0.745308411214953,16.8463738317757,0.0722242990654206,"Fresh",11,"45 µm",NA
"81A-1767","40","101","6926.900","01:30","00:25","14","2026-05-17 18:36:57","2026-05-17 18:38:40",23.9827102803738,100.992990654206,2.76915887850467,0.775168224299065,140.959186915888,0.13888785046729,"Fresh",10,"45 µm",NA
"81A-1767","38","101","6926.900","01:30","00:25","14","2026-05-17 18:39:59","2026-05-17 18:41:42",-71.8728971962617,100.994485981308,2.66355140186916,-0.449672897196262,72.3488130841122,0.0572710280373832,"Fresh",10,"Disturbance",NA
"81A-1767","45","101","6926.900","01:30","00:25","14","2026-05-18 00:43:18","2026-05-18 00:45:01",-69.6771028037383,101.172803738318,2.56448598130841,0.766028037383177,15.6622523364486,0.121093457943925,"Fresh",12,"Control",NA
"81A-1767","45","101","6926.900","01:30","00:25","14","2026-05-17 18:43:00","2026-05-17 18:44:43",-68.8829906542056,100.990373831776,2.53626168224299,0.768700934579439,15.8860186915888,0.111018691588785,"Fresh",12,"Control",NA
"81A-1767","41","101","6918.900","01:30","00:25","13","2026-05-17 19:27:52","2026-05-17 19:29:34",22.9137735849057,101.000849056604,2.66284905660377,-0.532132075471698,147.756,0.0330471698113208,"Fresh",11,"Control",NA
"81A-1767","43","101","6926.900","01:30","00:25","14","2026-05-17 19:30:53","2026-05-17 19:32:36",22.98,101.029345794393,2.66448598130841,0.341934579439252,147.607981308411,0.052785046728972,"Fresh",11,"1 µm",NA
"81A-1767","44","101","6926.900","01:30","00:25","14","2026-05-17 19:33:54","2026-05-17 19:35:37",169.627476635514,101.031682242991,2.56448598130841,0.779355140186916,16.7910841121495,0.0691214953271028,"Fresh",11,"45 µm",NA
"81A-1767","40","101","6926.900","01:30","00:25","14","2026-05-17 19:36:56","2026-05-17 19:38:39",22.7659813084112,101.033738317757,2.77102803738318,0.775579439252337,140.910504672897,0.137271028037383,"Fresh",10,"45 µm",NA
"81A-1767","38","101","6926.900","01:30","00:25","14","2026-05-17 19:39:58","2026-05-17 19:41:41",-71.8346728971963,101.03691588785,2.66542056074766,-0.525252336448598,72.4035140186916,0.0568878504672897,"Fresh",10,"Disturbance",NA
"81A-1767","45","101","6926.900","01:30","00:25","14","2026-05-17 19:43:00","2026-05-17 19:44:43",-69.1266355140187,101.032710280374,2.56540186915888,0.737345794392523,15.9124579439252,0.119803738317757,"Fresh",12,"Control",NA
