Chamber_ID,Timestamp_Begin,Timestamp_End,Flux_CO2,Dry_CO2,Flux_SE_CO2,CrvFit_CO2,R2_CO2,CV_CO2,Tair_Amb,T5,SM5,EC5,FLux_CH4,Dry_CH4,Flux_SE_CH4,CrvFit_CH4,R2_CH4,CV_CH4
30,202306071735,202306071736,1.4018,455.214,0.00634007,Exp,0.632481,4.04506,23.363195000000008,22.400000000000013,0.11526666666666682,0.001,-0.599737,2057.24,0.00111979,Exp,0.0368461,1.92683
30,202306071737,202306071738,0.524834,455.681,0.00522743,Exp,0.674949,8.67455,23.04360500000001,22.400000000000013,0.1565500000000001,0.0235,-0.00813261,2055.42,0.0122108,Exp,-160.388,1297.95
31,202306071738,202306071739,2.18802,457.59,0.0050318,Exp,0.936513,2.25297,22.879465000000003,22.400000000000013,0.1724666666666669,0.06666666666666668,-0.987229,2054.55,0.00127747,Exp,0.143087,1.53902
31,202306071740,202306071741,-9999,-9999,0,Exp,0,0,22.71253,22.070000000000014,0.20864999999999992,0.05610000000000001,-9999,-9999,0,Exp,0,0
29,202306071741,202306071742,1.08738,455.365,0.00547418,Exp,0.876432,4.49275,22.48835833333333,21.90000000000001,0.22750000000000015,0.04224999999999997,0.393698,2053.3,0.00746866,Exp,-0.354909,16.4897
29,202306071743,202306071744,0.933998,458.662,0.00462563,Exp,0.904493,4.41445,22.400003333333338,21.700000000000024,0.20400000000000007,0.04483333333333336,0.471621,2049.62,0.0010351,Exp,0.979793,2.1732
32,202306071744,202306071745,3.71342,455.839,0.00505535,Exp,0.974814,1.58453,22.243598333333335,21.513333333333332,0.2177333333333333,0.0082,-0.0139153,2050.23,0.00668601,Exp,-27.6264,416.984
32,202306071746,202306071747,2.18643,454.274,0.00452619,Exp,0.957379,2.08536,22.232613333333347,21.5,0.22505000000000025,0.007,-0.022805,2046.41,0.0048026,Exp,-13.467,182.944
27,202306071748,202306071749,3.84382,460.332,0.00642509,Exp,0.949864,1.79652,22.198793333333334,21.34333333333331,0.25853333333333345,0.01051666666666667,1.50351,2062.67,0.00149339,Exp,0.686188,1.36416
27,202306071750,202306071751,1.38197,466.562,0.00481714,Exp,0.942711,3.20278,22.28816999999999,21.299999999999976,0.2874000000000001,0.008,0.0592351,2056.57,0.00882308,Exp,-26.1714,129.214
